               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.011365,             0.02112,                   0,             0.99737,             0.99703,             0.99433,             0.94428,           0.0084595,            0.012079,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.011402,            0.020948,                   0,             0.99748,             0.99671,             0.99433,             0.94393,           0.0085119,            0.012161,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.011319,            0.020961,                   0,             0.99715,             0.99704,             0.99432,             0.94631,           0.0084179,            0.012091,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.011387,            0.020706,                   0,             0.99702,              0.9977,             0.99431,             0.94254,           0.0084922,            0.012017,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.011344,            0.020965,                   0,              0.9977,             0.99714,             0.99432,             0.94347,           0.0084567,            0.012054,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.011307,            0.020561,                   0,             0.99727,              0.9977,              0.9943,             0.94405,           0.0084535,            0.012114,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.011284,            0.021016,                   0,             0.99803,             0.99704,             0.99431,              0.9446,           0.0085261,             0.01219,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.011258,            0.021004,                   0,             0.99805,             0.99737,              0.9943,             0.94487,           0.0084521,            0.012179,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.011281,             0.02078,                   0,              0.9976,             0.99737,              0.9943,             0.94687,           0.0083251,            0.012188,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.011237,            0.020766,                   0,             0.99831,             0.99704,              0.9943,             0.94565,           0.0083879,            0.012231,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.010966,            0.020574,                   0,             0.99705,             0.99895,              0.9943,             0.94577,           0.0084132,            0.012165,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.011177,            0.020717,                   0,             0.99704,             0.99832,             0.99429,             0.94666,           0.0084161,            0.012093,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.011217,            0.020882,                   0,             0.99632,             0.99868,             0.99428,             0.94588,           0.0084417,               0.012,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.011185,            0.020823,                   0,             0.99636,             0.99868,              0.9943,             0.94617,           0.0084503,             0.01197,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.011161,            0.020594,                   0,             0.99749,             0.99737,             0.99431,              0.9451,           0.0084925,            0.012023,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.011022,            0.020415,                   0,             0.99782,             0.99803,             0.99431,             0.94499,           0.0084325,            0.012014,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.010994,            0.020512,                   0,             0.99777,             0.99803,             0.99431,              0.9449,           0.0084532,            0.011897,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.010992,            0.020254,                   0,             0.99795,              0.9977,             0.99433,             0.94366,           0.0085663,            0.011953,                   0,            0.004027,            0.004027,            0.004027
                 183,             0.01098,            0.020122,                   0,              0.9982,             0.99737,             0.99433,             0.94536,           0.0085731,            0.012045,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.010987,            0.020108,                   0,             0.99737,             0.99845,             0.99432,             0.94429,           0.0085835,             0.01207,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.010898,            0.020078,                   0,             0.99787,             0.99868,             0.99432,             0.94533,           0.0084523,            0.012062,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.010856,            0.020591,                   0,             0.99737,              0.9985,              0.9943,             0.94595,           0.0083926,            0.011949,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.010922,            0.020284,                   0,             0.99737,             0.99828,             0.99429,             0.94592,           0.0083992,            0.012132,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.010817,            0.020204,                   0,             0.99794,             0.99803,             0.99431,              0.9445,           0.0085072,             0.01219,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.010788,            0.020038,                   0,              0.9977,             0.99835,             0.99431,             0.94581,           0.0084114,            0.012137,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.010823,            0.020415,                   0,             0.99831,              0.9977,             0.99432,             0.94649,           0.0084192,            0.012105,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.01088,            0.020374,                   0,             0.99836,             0.99788,             0.99432,             0.94575,           0.0084066,            0.012011,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.01072,            0.020025,                   0,             0.99835,             0.99719,             0.99431,             0.94794,           0.0082484,            0.011856,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.010721,            0.020037,                   0,             0.99835,             0.99715,             0.99432,             0.94772,           0.0083169,            0.011872,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.01062,            0.019621,                   0,             0.99832,             0.99704,             0.99433,             0.94871,           0.0083148,            0.011851,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.010552,            0.019848,                   0,             0.99835,             0.99694,             0.99432,             0.94878,           0.0082157,            0.011761,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.010625,            0.019711,                   0,             0.99823,              0.9977,             0.99432,             0.94855,           0.0082101,            0.011694,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.010561,            0.019594,                   0,             0.99789,              0.9977,             0.99417,             0.94845,           0.0082722,            0.011805,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.010663,            0.019578,                   0,              0.9976,             0.99704,             0.99409,             0.94893,           0.0082693,            0.011826,                   0,            0.003499,            0.003499,            0.003499
                 199,             0.01065,            0.019609,                   0,             0.99669,             0.99836,             0.99407,             0.94946,           0.0082332,            0.011791,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.010471,            0.019285,                   0,             0.99663,             0.99836,             0.99405,              0.9508,            0.008143,            0.011706,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.010483,            0.019957,                   0,              0.9975,             0.99704,             0.99407,              0.9503,           0.0081227,            0.011722,                   0,              0.0034,              0.0034,              0.0034
                 202,             0.01038,            0.019423,                   0,             0.99761,             0.99704,             0.99408,             0.95065,           0.0080759,            0.011711,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.010393,            0.019469,                   0,             0.99766,             0.99704,              0.9941,             0.95089,           0.0080859,             0.01174,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.010349,            0.019323,                   0,             0.99763,             0.99704,             0.99409,             0.95081,           0.0080987,            0.011678,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.010425,             0.01937,                   0,             0.99751,             0.99671,             0.99411,             0.95086,           0.0080905,            0.011643,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.010369,            0.019494,                   0,             0.99755,             0.99671,             0.99412,             0.95104,           0.0081011,            0.011675,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.010378,            0.019568,                   0,             0.99672,             0.99828,             0.99411,             0.95169,           0.0081093,            0.011676,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.010334,            0.019701,                   0,             0.99658,             0.99868,             0.99407,             0.95075,             0.00812,            0.011696,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.010267,             0.01932,                   0,             0.99672,             0.99853,              0.9941,             0.95043,           0.0081226,            0.011743,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.010301,            0.018938,                   0,             0.99603,             0.99868,              0.9941,             0.95026,           0.0081647,            0.011768,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.010279,            0.019455,                   0,             0.99598,             0.99868,             0.99414,             0.95061,           0.0081576,             0.01176,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.010335,            0.019277,                   0,             0.99633,             0.99868,             0.99413,             0.95103,           0.0081761,            0.011838,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.010161,            0.019433,                   0,             0.99656,             0.99868,             0.99417,             0.95081,           0.0081461,            0.011846,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.010166,            0.019117,                   0,              0.9962,             0.99868,             0.99421,             0.95079,           0.0081238,            0.011807,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.010171,            0.019502,                   0,             0.99601,             0.99868,             0.99421,             0.95055,           0.0081186,             0.01181,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.010207,            0.019125,                   0,             0.99634,             0.99868,             0.99422,             0.95092,            0.008108,            0.011829,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.010103,            0.018996,                   0,             0.99605,             0.99901,             0.99419,             0.95083,           0.0081363,            0.011867,                   0,            0.002872,            0.002872,            0.002872
                 218,              0.0102,            0.019493,                   0,             0.99639,             0.99894,              0.9942,             0.95146,           0.0081154,            0.011838,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.010052,            0.018908,                   0,             0.99636,             0.99901,             0.99419,             0.95144,           0.0081211,            0.011828,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.010119,            0.018808,                   0,             0.99623,             0.99901,             0.99422,             0.95121,            0.008121,            0.011814,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0099525,            0.018647,                   0,              0.9977,             0.99775,             0.99424,             0.95149,           0.0081568,            0.011809,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0099601,            0.018777,                   0,             0.99672,             0.99887,             0.99428,             0.95173,           0.0081729,            0.011806,                   0,            0.002707,            0.002707,            0.002707
                 223,           0.0099203,            0.018824,                   0,              0.9977,             0.99798,             0.99429,             0.95226,            0.008127,             0.01176,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.010054,            0.018887,                   0,              0.9977,             0.99788,              0.9943,             0.95305,           0.0080805,            0.011724,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0098482,            0.018566,                   0,              0.9977,             0.99826,              0.9943,             0.95372,           0.0080682,              0.0117,                   0,            0.002608,            0.002608,            0.002608
                 226,           0.0099079,            0.018765,                   0,              0.9977,             0.99827,             0.99431,              0.9538,           0.0080302,            0.011627,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0097754,            0.018312,                   0,              0.9977,             0.99828,             0.99431,             0.95358,           0.0080082,            0.011599,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0097948,             0.01839,                   0,              0.9977,             0.99834,             0.99431,             0.95446,           0.0079664,            0.011566,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.009724,            0.018464,                   0,              0.9977,             0.99857,             0.99431,             0.95473,           0.0079785,            0.011583,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0097486,            0.018397,                   0,              0.9977,             0.99856,             0.99431,             0.95453,           0.0079752,             0.01156,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0098335,            0.018289,                   0,             0.99705,              0.9989,             0.99431,             0.95446,           0.0079325,            0.011528,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0097734,            0.018411,                   0,             0.99737,             0.99892,             0.99432,             0.95495,           0.0079023,             0.01152,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.009645,            0.018221,                   0,             0.99705,             0.99894,             0.99431,             0.95435,           0.0079123,            0.011514,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0096507,            0.018364,                   0,             0.99693,             0.99868,             0.99432,             0.95505,           0.0078867,            0.011514,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0096725,            0.018162,                   0,             0.99705,             0.99877,             0.99432,             0.95518,           0.0078978,            0.011567,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0096329,             0.01801,                   0,             0.99692,             0.99901,             0.99432,             0.95505,           0.0078761,             0.01157,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0096597,            0.017921,                   0,             0.99696,             0.99901,             0.99432,             0.95535,           0.0078514,            0.011559,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0096559,            0.018195,                   0,             0.99733,             0.99901,             0.99432,              0.9555,           0.0078781,            0.011579,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0095662,            0.017954,                   0,             0.99726,             0.99901,             0.99432,             0.95511,           0.0078931,            0.011644,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0094474,             0.01774,                   0,             0.99701,             0.99901,             0.99432,             0.95526,           0.0078609,            0.011639,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0094878,            0.017892,                   0,             0.99737,             0.99891,             0.99432,             0.95491,           0.0078543,            0.011651,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.009596,            0.017978,                   0,             0.99708,             0.99868,             0.99432,             0.95501,           0.0078608,            0.011677,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0095115,            0.018114,                   0,             0.99737,             0.99886,             0.99432,             0.95537,           0.0078344,            0.011662,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0094406,            0.017666,                   0,             0.99725,             0.99868,             0.99432,             0.95567,            0.007817,            0.011637,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0094783,            0.017991,                   0,             0.99728,             0.99868,             0.99432,              0.9555,           0.0078469,             0.01164,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0094436,            0.017699,                   0,             0.99803,             0.99791,             0.99432,             0.95589,           0.0078273,            0.011634,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0094035,            0.017516,                   0,             0.99748,             0.99868,             0.99432,             0.95572,           0.0078236,            0.011645,                   0,            0.001882,            0.001882,            0.001882
                 248,             0.00931,            0.017798,                   0,              0.9977,             0.99864,             0.99432,             0.95532,            0.007849,             0.01165,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0092775,            0.017257,                   0,             0.99761,             0.99868,             0.99432,             0.95546,           0.0078307,             0.01163,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0093109,            0.017866,                   0,             0.99759,             0.99868,             0.99432,              0.9554,           0.0078179,            0.011606,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0092854,            0.017514,                   0,             0.99757,             0.99868,             0.99432,               0.955,            0.007823,             0.01162,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0092472,            0.017369,                   0,             0.99757,             0.99868,             0.99432,              0.9551,           0.0078091,            0.011607,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0092468,            0.017461,                   0,             0.99759,             0.99868,             0.99432,             0.95561,           0.0077985,            0.011605,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0092225,            0.017532,                   0,             0.99758,             0.99868,             0.99432,             0.95561,           0.0077932,            0.011595,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0092941,            0.017586,                   0,             0.99758,             0.99868,             0.99432,             0.95586,           0.0077975,            0.011608,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0091647,            0.017389,                   0,              0.9977,             0.99889,             0.99432,             0.95588,           0.0078053,            0.011624,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0092386,            0.017389,                   0,              0.9977,             0.99889,             0.99432,             0.95566,           0.0077815,            0.011606,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.009198,            0.017189,                   0,              0.9977,             0.99895,             0.99432,             0.95584,           0.0077774,            0.011579,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0090294,            0.017257,                   0,              0.9977,             0.99901,             0.99431,             0.95611,           0.0077701,            0.011573,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0090474,            0.017128,                   0,             0.99769,             0.99901,             0.99431,             0.95618,            0.007753,             0.01156,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.009048,            0.017144,                   0,             0.99767,             0.99901,             0.99431,             0.95616,           0.0077556,            0.011562,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0090812,            0.017186,                   0,             0.99766,             0.99901,             0.99431,             0.95623,           0.0077442,            0.011547,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0089904,            0.017125,                   0,             0.99765,             0.99901,             0.99431,             0.95652,           0.0077451,            0.011544,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0090204,            0.017083,                   0,             0.99764,             0.99901,             0.99432,             0.95625,           0.0077452,             0.01157,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0089118,            0.016749,                   0,             0.99764,             0.99901,             0.99431,             0.95638,           0.0077291,            0.011576,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0088918,            0.016697,                   0,             0.99763,             0.99901,             0.99431,             0.95631,           0.0077292,             0.01158,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0088813,            0.016555,                   0,             0.99762,             0.99901,             0.99432,             0.95631,           0.0077306,            0.011578,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0088486,            0.017025,                   0,             0.99761,             0.99901,             0.99432,             0.95622,           0.0077301,            0.011571,                   0,            0.001189,            0.001189,            0.001189
